codmunicipio,valor,beneficiarios,ano,mes
1300839,1098760,3899,2020,10
1300839,1299447,4007,2020,11
1300839,1244120,3960,2020,12
1300839,600,1,2021,1
1300904,3328800,4917,2020,4
1300904,3510600,5165,2020,5
1300904,3052200,4491,2020,6
1300904,3559800,5231,2020,7
1300904,3378000,4978,2020,8
1300904,1406693,4280,2020,9
1300904,924055,4013,2020,10
1300904,1126768,4089,2020,11
1300904,1070465,4033,2020,12
1300904,1200,1,2021,1
1301001,8632800,11836,2020,4
1301001,8892000,12171,2020,5
1301001,7596000,10280,2020,6
1301001,8971800,12307,2020,7
1301001,8527800,11681,2020,8
1301001,3444722,10407,2020,9
1301001,2492202,10006,2020,10
1301001,3044302,10243,2020,11
1301001,2904629,10170,2020,12
1301001,13500,16,2021,1
1301100,8802600,12159,2020,4
1301100,9252000,12745,2020,5
1301100,7478400,10061,2020,6
1301100,9464400,13123,2020,7
1301100,8871600,12185,2020,8
1301100,5205017,12443,2020,9
1301100,3759013,11871,2020,10
1301100,4545762,12187,2020,11
1301100,4265428,11905,2020,12
1301100,13200,15,2021,1
1301159,5525400,8096,2020,4
1301159,5791800,8441,2020,5
1301159,4992000,7227,2020,6
1301159,5856600,8599,2020,7
1301159,5645400,8248,2020,8
1301159,2498050,7128,2020,9
1301159,1735866,6753,2020,10
1301159,2111685,6899,2020,11
1301159,1898838,6440,2020,12
1301159,9000,7,2021,1
1301209,18174000,24592,2020,4
1301209,19523400,26399,2020,5
1301209,15285000,20230,2020,6
1301209,21117000,28513,2020,7
1301209,19174200,26010,2020,8
1301209,12104967,26526,2020,9
1301209,8674212,25037,2020,10
1301209,10925413,26008,2020,11
1301209,9737031,25725,2020,12
1301209,40500,34,2021,1
1301308,5562600,7652,2020,4
1301308,5949600,8163,2020,5
1301308,4840800,6515,2020,6
1301308,6059400,8361,2020,7
1301308,5649600,7755,2020,8
1301308,3126443,7664,2020,9
1301308,2212302,7217,2020,10
1301308,2611749,7278,2020,11
1301308,2347660,6960,2020,12
1301308,6900,8,2021,1
1301407,8466600,11099,2020,4
1301407,8773800,11501,2020,5
1301407,7290600,9330,2020,6
1301407,8968800,11818,2020,7
1301407,8476200,11114,2020,8
1301407,3746999,9891,2020,9
1301407,2611721,9396,2020,10
1301407,3241220,9612,2020,11
1301407,2999632,9324,2020,12
1301407,4200,5,2021,1
1301506,4042200,5804,2020,4
1301506,4182000,5982,2020,5
1301506,3675000,5261,2020,6
1301506,4209600,6037,2020,7
1301506,4002600,5757,2020,8
1301506,1383738,4338,2020,9
1301506,958240,4121,2020,10
1301506,1186655,4200,2020,11
1301506,1068452,4022,2020,12
1301506,3000,3,2021,1
1301605,5902200,7732,2020,4
1301605,6229200,8169,2020,5
1301605,5102400,6509,2020,6
1301605,6385800,8448,2020,7
1301605,5889600,7722,2020,8
1301605,3256693,7384,2020,9
1301605,2227318,6903,2020,10
1301605,2850226,7172,2020,11
1301605,2585023,7098,2020,12
1301605,13200,11,2021,1
1301654,3614400,5230,2020,4
1301654,3780600,5449,2020,5
1301654,3303000,4744,2020,6
1301654,3858600,5589,2020,7
1301654,3702600,5353,2020,8
1301654,1429295,4318,2020,9
1301654,999473,4077,2020,10
1301654,1212268,4154,2020,11
1301654,1128079,4106,2020,12
1301654,4500,4,2021,1
1301704,12812400,17494,2020,4
1301704,13492800,18289,2020,5
1301704,10339200,13725,2020,6
1301704,13941000,19144,2020,7
1301704,13197000,17707,2020,8
1301704,7981515,17438,2020,9
1301704,5251907,16150,2020,10
1301704,6645459,16701,2020,11
1301704,6286643,16471,2020,12
1301704,40200,31,2021,1
1301803,4620000,6435,2020,4
1301803,4758000,6618,2020,5
1301803,4338600,5996,2020,6
1301803,4815600,6710,2020,7
1301803,4672200,6506,2020,8
1301803,1645791,5519,2020,9
1301803,1251648,5334,2020,10
1301803,1454234,5432,2020,11
1301803,1349722,5219,2020,12
1301803,1200,2,2021,1
1301852,18130800,23459,2020,4
1301852,19156200,24805,2020,5
1301852,15094200,18898,2020,6
1301852,19379400,25255,2020,7
1301852,18117600,23356,2020,8
1301852,10832849,23525,2020,9
1301852,7557041,22127,2020,10
1301852,9228855,22760,2020,11
1301852,8770408,22250,2020,12
1301852,50100,46,2021,1
1301902,23105400,32090,2020,4
1301902,25716000,35614,2020,5
1301902,18256200,24851,2020,6
1301902,26437800,36942,2020,7
1301902,24058200,33402,2020,8
1301902,17265112,35404,2020,9
1301902,11408739,32801,2020,10
1301902,14624055,34196,2020,11
1301902,13634274,33488,2020,12
1301902,92400,89,2021,1
1301951,2474400,3509,2020,4
1301951,2537400,3592,2020,5
1301951,2134200,3008,2020,6
1301951,2698800,3803,2020,7
1301951,2553600,3614,2020,8
1301951,1226003,3195,2020,9
1301951,874858,3020,2020,10
1301951,1109711,3124,2020,11
1301951,972240,3102,2020,12
1301951,1200,1,2021,1
1302009,2640600,3587,2020,4
1302009,2797200,3781,2020,5
1302009,2155200,2848,2020,6
1302009,2831400,3871,2020,7
1302009,2592000,3516,2020,8
1302009,1479466,3398,2020,9
1302009,988832,3135,2020,10
1302009,1219806,3191,2020,11
1302009,1105544,3051,2020,12
1302009,5100,7,2021,1
1302108,1458600,2041,2020,4
1302108,1519200,2123,2020,5
1302108,1313400,1828,2020,6
1302108,1713000,2362,2020,7
1302108,1600800,2238,2020,8
1302108,847326,2047,2020,9
1302108,623533,1925,2020,10
1302108,796452,2005,2020,11
1302108,657421,1983,2020,12
1302108,4800,5,2021,1
1302207,2553600,3645,2020,4
1302207,2643600,3759,2020,5
1302207,2190000,3070,2020,6
1302207,2625600,3741,2020,7
1302207,2418600,3457,2020,8
1302207,1156667,3104,2020,9
1302207,778750,2941,2020,10
1302207,998923,3024,2020,11
1302207,923324,3003,2020,12
1302207,4200,5,2021,1
1302306,5152800,7044,2020,4
1302306,5421600,7377,2020,5
1302306,4537200,6132,2020,6
1302306,5551200,7600,2020,7
1302306,5227800,7122,2020,8
1302306,2461321,6315,2020,9
1302306,1679097,6011,2020,10
1302306,2123826,6204,2020,11
1302306,1979550,6131,2020,12
1302306,13200,10,2021,1
1302405,11008800,15535,2020,4
1302405,11208600,15775,2020,5
1302405,9778200,13626,2020,6
1302405,11354400,15969,2020,7
1302405,10867200,15285,2020,8
1302405,4012230,12795,2020,9
1302405,2888926,12272,2020,10
1302405,3455492,12462,2020,11
1302405,3241118,12033,2020,12
1302405,10200,7,2021,1
1302504,29530200,39852,2020,4
1302504,31491000,42457,2020,5
1302504,24741600,32452,2020,6
1302504,32070600,43606,2020,7
1302504,29791800,40110,2020,8
1302504,17184387,39370,2020,9
1302504,11746453,36938,2020,10
1302504,14624758,38119,2020,11
1302504,13784399,37558,2020,12
1302504,67200,74,2021,1
1302553,4456200,6794,2020,4
1302553,4615200,7002,2020,5
1302553,3903000,5912,2020,6
1302553,4642200,7051,2020,7
1302553,4410000,6686,2020,8
1302553,2208286,6647,2020,9
1302553,1630279,6369,2020,10
1302553,1934694,6488,2020,11
1302553,1856653,6316,2020,12
1302553,6000,5,2021,1
1302603,416757000,563114,2020,4
1302603,516310800,705099,2020,5
1302603,328137000,436656,2020,6
1302603,541136400,749643,2020,7
1302603,489559800,668720,2020,8
1302603,460319068,778245,2020,9
1302603,305821585,700566,2020,10
1302603,386543701,736680,2020,11
1302603,348868700,712797,2020,12
1302603,4242900,3429,2021,1
1302702,10884600,15888,2020,4
1302702,11632200,16833,2020,5
1302702,9103800,13104,2020,6
1302702,11535600,16826,2020,7
1302702,10693800,15561,2020,8
1302702,6530052,15804,2020,9
1302702,4593758,14932,2020,10
1302702,5723069,15433,2020,11
1302702,5272596,15032,2020,12
1302702,20100,16,2021,1
1302801,3862200,5576,2020,4
1302801,3957000,5699,2020,5
1302801,3568800,5151,2020,6
1302801,4145400,5962,2020,7
1302801,3971400,5731,2020,8
1302801,1287938,4154,2020,9
1302801,937640,3943,2020,10
1302801,1132925,4005,2020,11
1302801,1023836,3996,2020,12
1302801,18900,17,2021,1
1302900,14478600,19261,2020,4
1302900,15136200,20089,2020,5
1302900,12568200,16387,2020,6
1302900,15578400,20830,2020,7
1302900,14661000,19544,2020,8
1302900,7067579,17401,2020,9
1302900,4957600,16436,2020,10
1302900,6175765,16897,2020,11
1302900,5801674,16771,2020,12
1302900,14400,15,2021,1
1303007,5141400,7672,2020,4
1303007,5230800,7783,2020,5
1303007,4494000,6671,2020,6
1303007,5367000,7970,2020,7
1303007,5092200,7570,2020,8
1303007,2181747,7166,2020,9
1303007,1566450,6864,2020,10
1303007,1852362,6957,2020,11
1303007,1801676,6874,2020,12
1303007,9300,10,2021,1
1303106,6894600,9340,2020,4
1303106,7177800,9707,2020,5
1303106,5884200,7785,2020,6
1303106,7587600,10265,2020,7
1303106,7042800,9519,2020,8
1303106,3797563,9245,2020,9
1303106,2707502,8759,2020,10
1303106,3334035,8999,2020,11
1303106,3069314,8895,2020,12
1303106,48300,23,2021,1
1303205,3808800,5282,2020,4
1303205,4078800,5643,2020,5
1303205,3187800,4307,2020,6
1303205,4203600,5855,2020,7
1303205,3907800,5402,2020,8
1303205,2381871,5351,2020,9
1303205,1627330,4953,2020,10
1303205,1988901,5095,2020,11
1303205,1838247,4945,2020,12
1303205,6600,8,2021,1
1303304,4791600,6592,2020,4
1303304,4954200,6809,2020,5
1303304,4184400,5647,2020,6
1303304,5131200,7079,2020,7
1303304,4896000,6729,2020,8
1303304,2317030,6245,2020,9
1303304,1690703,5934,2020,10
1303304,2052283,6080,2020,11
1303304,1849531,5884,2020,12
1303304,4800,5,2021,1
1303403,27294000,36533,2020,4
1303403,29055000,38950,2020,5
1303403,22888200,29913,2020,6
1303403,29586600,39961,2020,7
1303403,27602400,37090,2020,8
1303403,16454618,37327,2020,9
1303403,11577946,35353,2020,10
1303403,14205551,36518,2020,11
1303403,13516219,35926,2020,12
1303403,51900,50,2021,1
1303502,4399200,6006,2020,4
1303502,4522200,6149,2020,5
1303502,3925800,5269,2020,6
1303502,4591200,6267,2020,7
1303502,4392000,5994,2020,8
1303502,1692287,4791,2020,9
1303502,1195558,4564,2020,10
1303502,1450998,4675,2020,11
1303502,1380713,4654,2020,12
1303502,4500,6,2021,1
1303536,8187600,10983,2020,4
1303536,9054000,12139,2020,5
1303536,6225600,8113,2020,6
1303536,9229800,12556,2020,7
1303536,8336400,11235,2020,8
1303536,6303538,12200,2020,9
1303536,4034365,11102,2020,10
1303536,5203180,11581,2020,11
1303536,4936075,11415,2020,12
1303536,20400,20,2021,1
1303569,6157200,8872,2020,4
1303569,6703200,9618,2020,5
1303569,4955400,7008,2020,6
1303569,7004400,10073,2020,7
1303569,6405600,9154,2020,8
1303569,4416323,9589,2020,9
1303569,3030144,8985,2020,10
1303569,3794775,9346,2020,11
1303569,3578682,9214,2020,12
1303569,20700,18,2021,1
1303601,3145200,4183,2020,4
1303601,3142800,4156,2020,5
1303601,2842200,3723,2020,6
1303601,3324000,4443,2020,7
1303601,3263400,4270,2020,8
1303601,1403728,3695,2020,9
1303601,978999,3434,2020,10
1303601,1175441,3523,2020,11
1303601,1089581,3504,2020,12
1303601,2700,3,2021,1
1303700,5871000,8633,2020,4
1303700,5979000,8757,2020,5
1303700,5306400,7738,2020,6
1303700,6229200,9115,2020,7
1303700,5934600,8697,2020,8
1303700,2538655,7982,2020,9
1303700,1915238,7658,2020,10
1303700,2296806,7791,2020,11
1303700,2105970,7742,2020,12
1303700,10200,10,2021,1
1303809,8763600,11855,2020,4
1303809,8826000,11838,2020,5
1303809,7734000,10362,2020,6
1303809,9625200,13048,2020,7
1303809,9496200,12490,2020,8
1303809,4555983,10707,2020,9
1303809,3092457,9961,2020,10
1303809,3922132,10270,2020,11
1303809,3468869,10080,2020,12
1303809,39900,28,2021,1
1303908,6161400,9211,2020,4
1303908,6390000,9488,2020,5
1303908,5622000,8328,2020,6
1303908,6603600,9817,2020,7
1303908,6301200,9359,2020,8
1303908,2878875,8494,2020,9
1303908,2060968,7920,2020,10
1303908,2454987,8061,2020,11
1303908,2232513,7987,2020,12
1303908,11100,8,2021,1
1303957,2409000,3627,2020,4
1303957,2507400,3759,2020,5
1303957,1986000,2981,2020,6
1303957,2557200,3840,2020,7
1303957,2397600,3592,2020,8
1303957,1377430,3704,2020,9
1303957,954901,3514,2020,10
1303957,1159791,3593,2020,11
1303957,1094393,3470,2020,12
1303957,8100,10,2021,1
1304005,2701200,3792,2020,4
1304005,2799600,3920,2020,5
1304005,2378400,3294,2020,6
1304005,2785200,3911,2020,7
1304005,2643000,3711,2020,8
1304005,1150285,3418,2020,9
1304005,811409,3217,2020,10
1304005,984899,3286,2020,11
1304005,947774,3234,2020,12
1304005,3600,4,2021,1
1304062,13282800,17955,2020,4
1304062,13819800,18586,2020,5
1304062,11155800,14879,2020,6
1304062,14274000,19474,2020,7
1304062,13747200,18252,2020,8
1304062,9150890,19261,2020,9
1304062,6371809,17863,2020,10
1304062,8105425,18548,2020,11
1304062,7210888,18241,2020,12
1304062,39000,33,2021,1
1304104,3873000,5784,2020,4
1304104,4261800,6306,2020,5
1304104,3432000,5063,2020,6
1304104,4465800,6655,2020,7
1304104,4175400,6210,2020,8
1304104,2667885,6161,2020,9
1304104,1829221,5754,2020,10
1304104,2255147,5882,2020,11
1304104,1881233,5398,2020,12
1304104,7500,7,2021,1
1304203,16847400,22603,2020,4
1304203,17744400,23666,2020,5
1304203,13615800,17859,2020,6
1304203,18051600,24455,2020,7
1304203,16915200,22334,2020,8
1304203,10749491,22581,2020,9
1304203,7140229,21037,2020,10
1304203,9217925,21910,2020,11
1304203,8499907,21655,2020,12
1304203,60300,44,2021,1
1304237,4195800,5954,2020,4
1304237,4282800,6047,2020,5
1304237,3768000,5290,2020,6
1304237,4435800,6253,2020,7
1304237,4173000,5905,2020,8
1304237,1698694,5346,2020,9
1304237,1243691,5140,2020,10
1304237,1508395,5265,2020,11
1304237,1425217,5207,2020,12
1304237,3000,4,2021,1
1304260,3412800,4739,2020,4
1304260,3531000,4893,2020,5
1304260,3081600,4233,2020,6
1304260,3214200,4508,2020,7
1304260,3007200,4207,2020,8
1304260,1220697,3592,2020,9
1304260,858327,3395,2020,10
1304260,1065631,3500,2020,11
1304260,990194,3485,2020,12
1304260,0,0,2021,1
1304302,4182600,5802,2020,4
1304302,4412400,6106,2020,5
1304302,3549600,4816,2020,6
1304302,4484400,6240,2020,7
1304302,4186200,5789,2020,8
1304302,2183206,5574,2020,9
1304302,1497410,5248,2020,10
1304302,1856059,5385,2020,11
1304302,1680967,5122,2020,12
1304302,9900,12,2021,1
1304401,4416600,6293,2020,4
1304401,4674600,6618,2020,5
1304401,4090800,5741,2020,6
1304401,4707000,6694,2020,7
1304401,4532400,6413,2020,8
1304401,1715007,5339,2020,9
1304401,1235110,5106,2020,10
1304401,1473758,5205,2020,11
1304401,1363531,4928,2020,12
1304401,6300,5,2021,1
1400050,3269400,4410,2020,4
1400050,3472800,4646,2020,5
1400050,2874600,3800,2020,6
1400050,3726600,4987,2020,7
1400050,3477000,4667,2020,8
1400050,1886372,4444,2020,9
1400050,1374398,4145,2020,10
1400050,1662597,4263,2020,11
1400050,1486649,4115,2020,12
1400050,13800,11,2021,1
1400027,2102400,2883,2020,4
1400027,2250600,3059,2020,5
1400027,1878600,2521,2020,6
1400027,2329200,3206,2020,7
1400027,2182800,2982,2020,8
1400027,1181796,2846,2020,9
1400027,829729,2642,2020,10
1400027,1046545,2739,2020,11
1400027,925597,2691,2020,12
1400027,11400,9,2021,1
1400100,76729800,105197,2020,4
1400100,92971200,126357,2020,5
1400100,58518600,79936,2020,6
1400100,98647800,137344,2020,7
1400100,89026800,122244,2020,8
1400100,85310651,141605,2020,9
1400100,55613631,126644,2020,10
1400100,72917194,134136,2020,11
1400100,64970036,130190,2020,12
1400100,798900,707,2021,1
1400159,3447000,4637,2020,4
1400159,3624600,4850,2020,5
1400159,3006000,4029,2020,6
1400159,3755400,5098,2020,7
1400159,3601200,4832,2020,8
1400159,1930341,4450,2020,9
1400159,1339305,4182,2020,10
1400159,1700738,4327,2020,11
1400159,1553164,4280,2020,12
1400159,9900,11,2021,1
1400175,4383000,5914,2020,4
1400175,4645200,6230,2020,5
1400175,3563400,4690,2020,6
1400175,4796400,6512,2020,7
1400175,4459800,5992,2020,8
1400175,2779420,6096,2020,9
1400175,1846549,5685,2020,10
1400175,2392583,5914,2020,11
1400175,2226583,5837,2020,12
1400175,10500,7,2021,1
1400209,5514600,7528,2020,4
1400209,5868600,7939,2020,5
1400209,4394400,5863,2020,6
1400209,6074400,8289,2020,7
1400209,5570400,7547,2020,8
1400209,3228635,6938,2020,9
1400209,2120983,6433,2020,10
1400209,2716797,6643,2020,11
1400209,2421177,6325,2020,12
1400209,16200,18,2021,1
1400233,2580000,3785,2020,4
1400233,2768400,4012,2020,5
1400233,2042400,2976,2020,6
1400233,2816400,4145,2020,7
1400233,2641200,3868,2020,8
1400233,1747068,4003,2020,9
1400233,1165949,3727,2020,10
1400233,1498329,3867,2020,11
1400233,1409640,3837,2020,12
1400233,5100,6,2021,1
1400282,2007600,2655,2020,4
1400282,2128800,2788,2020,5
1400282,1714800,2203,2020,6
1400282,2170800,2890,2020,7
1400282,2071800,2723,2020,8
1400282,1148666,2653,2020,9
1400282,810072,2490,2020,10
1400282,980963,2574,2020,11
1400282,938923,2531,2020,12
1400282,7500,7,2021,1
1400308,5140800,6648,2020,4
1400308,5362800,6900,2020,5
1400308,4258200,5326,2020,6
1400308,5430600,7099,2020,7
1400308,5089200,6539,2020,8
1400308,2949404,6506,2020,9
1400308,2032380,6054,2020,10
1400308,2549774,6274,2020,11
1400308,2421263,6180,2020,12
1400308,9900,12,2021,1
1400407,2474400,3477,2020,4
1400407,2592000,3615,2020,5
1400407,2332200,3255,2020,6
1400407,2673000,3746,2020,7
1400407,2588400,3624,2020,8
1400407,988765,2886,2020,9
1400407,722880,2730,2020,10
1400407,861975,2781,2020,11
1400407,778314,2755,2020,12
1400407,900,2,2021,1
1400456,3555600,5061,2020,4
1400456,4472400,6217,2020,5
1400456,3549000,5084,2020,6
1400456,5100000,7246,2020,7
1400456,4930800,6955,2020,8
1400456,4441332,7797,2020,9
1400456,3250283,7148,2020,10
1400456,4253440,7581,2020,11
1400456,3444439,7412,2020,12
1400456,12000,15,2021,1
1400472,7340400,10173,2020,4
1400472,8032800,11065,2020,5
1400472,5799000,7841,2020,6
1400472,8202600,11438,2020,7
1400472,7558800,10479,2020,8
1400472,5129939,10817,2020,9
1400472,3440722,10015,2020,10
1400472,4402793,10457,2020,11
1400472,4160254,10290,2020,12
1400472,30600,30,2021,1
1400506,1549800,2189,2020,4
1400506,1754400,2440,2020,5
1400506,1350600,1878,2020,6
1400506,1843800,2604,2020,7
1400506,1705200,2405,2020,8
1400506,1141530,2499,2020,9
1400506,805652,2297,2020,10
1400506,949685,2325,2020,11
1400506,852057,2268,2020,12
1400506,6600,7,2021,1
1400605,1636200,2211,2020,4
1400605,1741800,2349,2020,5
1400605,1406400,1853,2020,6
1400605,1884000,2546,2020,7
1400605,1743000,2349,2020,8
1400605,1061182,2347,2020,9
1400605,771240,2201,2020,10
1400605,941594,2277,2020,11
1400605,843914,2237,2020,12
1400605,4200,4,2021,1
1400704,2101800,3181,2020,4
1400704,2194200,3294,2020,5
1400704,1911600,2896,2020,6
1400704,2222400,3347,2020,7
1400704,2138400,3217,2020,8
1400704,742551,2290,2020,9
1400704,506998,2144,2020,10
1400704,627919,2196,2020,11
1400704,576778,2179,2020,12
1400704,4200,4,2021,1
1500107,47879400,65572,2020,4
1500107,50379600,68875,2020,5
1500107,40589400,54311,2020,6
1500107,51060600,70340,2020,7
1500107,48304200,66178,2020,8
1500107,25351421,64702,2020,9
1500107,17947671,60769,2020,10
1500107,21170138,60307,2020,11
1500107,19611706,57014,2020,12
1500107,108300,119,2021,1
1500131,2131200,2840,2020,4
1500131,2296200,3057,2020,5
1500131,1682400,2161,2020,6
1500131,2373000,3194,2020,7
1500131,2187600,2914,2020,8
1500131,1319696,2911,2020,9
1500131,867847,2663,2020,10
1500131,1096345,2768,2020,11
1500131,1035684,2728,2020,12
1500131,10200,9,2021,1
1500206,17575200,24293,2020,4
1500206,18383400,25344,2020,5
1500206,14762400,19891,2020,6
1500206,18889200,26197,2020,7
1500206,17594400,24307,2020,8
1500206,9607557,23843,2020,9
1500206,6670353,22082,2020,10
1500206,8171198,22515,2020,11
1500206,7740624,22241,2020,12
1500206,27300,29,2021,1
1500305,9981600,14499,2020,4
1500305,10306800,14951,2020,5
1500305,8764800,12625,2020,6
1500305,10485600,15249,2020,7
1500305,9910200,14397,2020,8
